customer_id,film_id,rating,timestamp
5,48,4,2026-02-10 14:23:50
5,7,3,2026-02-16 07:02:20
5,130,4,2026-02-19 03:17:16
5,141,5,2026-02-27 04:56:42
5,30,4,2026-03-08 20:17:57
5,34,5,2026-03-11 17:32:06
5,188,5,2026-03-20 20:22:59
5,152,4,2026-05-04 20:28:47
5,84,5,2026-06-09 23:56:21
5,56,3,2026-06-26 04:22:57
6,23,4,2022-11-20 21:14:46
6,192,5,2022-12-07 22:39:07
6,107,5,2023-04-04 13:42:37
6,189,2,2023-04-26 10:51:37
6,132,4,2023-06-04 16:18:41
6,133,5,2023-08-08 16:21:20
6,176,5,2023-10-18 05:10:15
6,30,5,2023-10-20 20:21:58
6,41,3,2023-12-30 18:44:55
6,117,4,2024-03-23 02:54:11
6,114,5,2024-04-12 07:01:55
6,136,5,2024-08-08 19:25:01
6,191,5,2024-08-15 20:00:08
6,92,5,2024-09-01 04:02:50
6,150,4,2024-10-25 21:59:36
6,159,5,2024-10-30 03:33:30
6,166,4,2025-03-24 16:04:20
6,10,2,2025-04-05 00:13:05
6,93,3,2025-04-15 20:20:24
6,62,5,2025-04-28 18:52:51
6,181,4,2025-05-11 21:31:14
6,100,3,2025-05-27 17:44:07
6,183,4,2025-06-02 21:21:40
6,163,5,2025-06-11 07:05:30
6,48,4,2025-07-20 16:59:09
6,99,3,2025-07-28 04:28:57
6,154,5,2025-09-10 12:30:08
6,158,5,2025-09-13 06:54:05
6,143,3,2025-11-03 15:17:43
6,20,3,2025-11-24 22:55:56
7,33,4,2024-05-03 01:40:05
7,171,4,2024-05-29 00:11:50
7,50,3,2024-06-01 06:09:41
7,43,3,2024-06-10 16:46:36
7,109,4,2024-06-12 12:32:52
7,150,3,2024-07-20 03:38:03
7,146,4,2024-07-28 14:39:46
7,174,3,2024-07-29 21:41:03
7,166,3,2024-08-27 12:05:51
7,191,3,2024-08-27 12:24:58
7,57,4,2024-08-30 13:50:43
7,106,5,2024-10-17 22:24:28
7,133,4,2024-11-02 13:26:38
7,30,5,2024-12-09 00:51:36
7,7,5,2025-01-17 21:19:49
7,190,3,2025-01-24 13:57:35
7,12,4,2025-02-10 11:43:18
7,48,3,2025-02-18 12:28:02
7,121,3,2025-02-19 21:36:02
7,107,4,2025-02-25 21:39:51
7,124,3,2025-04-22 13:25:14
7,130,3,2025-05-14 16:14:47
7,176,4,2025-05-26 22:33:01
7,161,3,2025-05-28 16:35:46
7,89,4,2025-06-25 05:09:04
7,200,3,2025-06-28 05:27:38
7,69,3,2025-07-22 01:29:20
7,36,4,2025-07-24 06:44:23
7,129,3,2025-07-31 05:15:58
7,181,4,2025-09-01 04:58:48
7,18,3,2025-09-05 09:03:30
7,25,4,2025-09-28 16:15:15
7,31,5,2025-10-07 01:38:03
7,63,4,2025-10-08 00:10:41
7,139,4,2025-10-24 12:14:37
7,75,4,2025-10-29 17:29:35
7,160,4,2025-11-05 18:41:07
7,180,1,2025-12-08 02:29:55
7,182,4,2025-12-17 12:49:34
7,6,3,2025-12-21 00:21:13
7,115,4,2025-12-31 03:29:52
7,127,5,2026-01-08 03:17:25
7,113,5,2026-01-21 04:13:47
7,65,4,2026-02-03 11:32:49
7,45,3,2026-02-05 19:11:36
7,102,3,2026-02-09 08:10:24
7,178,4,2026-02-12 14:30:33
7,197,4,2026-03-05 21:37:48
7,114,4,2026-03-08 08:43:21
7,34,4,2026-03-11 13:04:41
7,147,4,2026-04-17 17:23:09
7,142,4,2026-05-20 05:20:52
7,123,4,2026-05-21 05:27:30
7,173,3,2026-05-31 20:23:56
7,118,4,2026-06-05 07:37:14
7,64,3,2026-06-26 08:17:40
8,99,5,2022-06-27 19:07:07
8,120,3,2022-08-14 22:19:29
8,124,3,2022-08-24 08:58:42
8,183,5,2022-11-09 20:19:44
8,3,3,2022-11-11 12:54:08
8,41,4,2023-02-07 04:54:48
8,188,4,2023-03-27 02:11:05
8,167,5,2023-04-09 11:31:31
8,25,4,2023-07-12 16:04:57
8,56,4,2023-08-11 18:35:36
8,45,4,2023-10-14 10:04:41
8,125,4,2023-11-05 01:53:36
8,186,3,2023-11-11 19:53:40
8,66,3,2023-11-30 13:42:44
8,6,4,2023-12-01 15:24:24
8,48,4,2023-12-19 17:41:15
8,182,4,2024-01-19 03:35:12
8,107,3,2024-03-03 16:15:42
8,86,3,2024-03-06 23:15:26
8,57,3,2024-03-08 02:58:41
8,117,4,2024-03-11 21:34:06
8,197,2,2024-04-05 18:09:51
8,166,4,2024-04-14 22:20:43
8,176,4,2024-04-28 00:58:11
8,159,4,2024-07-03 16:43:30
8,134,5,2024-08-05 08:41:42
8,119,4,2024-09-24 08:28:33
8,181,4,2024-10-07 02:53:17
8,130,4,2024-11-23 01:06:19
8,161,2,2024-12-05 11:37:08
8,44,4,2024-12-07 03:34:19
8,30,4,2024-12-23 00:04:08
8,180,4,2025-01-17 09:52:39
8,40,5,2025-02-01 02:08:34
8,14,4,2025-02-04 08:18:50
8,21,3,2025-02-16 08:58:41
8,64,4,2025-03-30 15:15:37
8,140,4,2025-04-13 03:58:37
8,18,2,2025-04-25 06:10:27
8,127,3,2025-05-13 21:13:57
8,200,4,2025-05-16 02:14:31
8,13,4,2025-05-26 11:34:30
8,113,4,2025-06-03 01:51:42
8,189,3,2025-07-31 23:27:54
8,7,4,2025-09-16 02:48:21
8,89,4,2025-09-25 22:02:48
8,10,3,2026-01-21 17:23:44
8,94,1,2026-03-02 03:56:49
8,33,3,2026-03-21 08:55:35
8,101,5,2026-06-02 01:27:50
8,67,3,2026-06-16 05:28:01
9,48,4,2023-01-31 03:28:14
9,60,4,2023-02-22 06:39:35
9,101,5,2023-04-10 23:21:39
9,180,3,2023-05-06 07:08:44
9,130,4,2023-06-11 02:14:14
9,19,3,2023-07-18 03:32:18
9,41,5,2023-07-31 09:12:22
9,117,4,2023-09-04 21:46:59
9,154,3,2023-10-27 10:55:03
9,143,2,2024-03-19 23:31:45
9,197,2,2024-04-16 22:57:32
9,125,5,2024-06-21 15:12:29
9,13,4,2024-08-28 22:58:45
9,113,5,2025-02-18 10:29:11
9,178,4,2025-03-21 06:05:48
9,12,4,2025-04-04 05:54:47
9,45,3,2025-06-12 12:44:53
9,114,3,2025-10-07 04:39:27
9,118,4,2025-11-26 05:05:13
9,92,5,2026-02-01 01:56:27
9,98,3,2026-03-09 00:48:39
9,64,1,2026-03-18 04:36:26
9,166,4,2026-04-10 04:56:07
9,44,3,2026-05-13 19:07:10
10,170,3,2023-03-13 11:23:30
10,20,3,2023-04-12 17:19:42
10,194,2,2023-06-27 10:30:03
10,113,3,2023-09-29 09:32:51
10,151,3,2023-10-13 20:43:30
10,71,5,2023-12-13 20:52:56
10,178,4,2023-12-25 23:58:08
10,189,2,2024-01-10 13:19:43
10,132,2,2024-01-25 12:21:14
10,104,3,2024-04-29 03:03:20
10,67,3,2024-05-06 06:08:35
10,124,2,2024-05-07 02:27:39
10,130,3,2024-06-01 19:36:28
10,190,3,2024-06-29 20:29:38
10,18,3,2024-07-31 09:00:48
10,198,4,2024-08-07 08:04:19
10,149,2,2024-08-18 12:24:08
10,34,4,2024-09-04 05:32:31
10,52,3,2025-02-14 05:57:54
10,200,5,2025-02-16 07:11:48
10,163,3,2025-04-25 14:56:03
10,173,3,2025-05-30 04:45:19
10,157,4,2025-06-17 12:15:54
10,26,5,2025-08-06 12:39:26
10,64,3,2025-08-19 10:04:42
10,166,2,2025-12-31 02:44:44
10,10,4,2026-01-05 09:38:31
10,57,4,2026-01-16 03:36:40
10,106,5,2026-02-19 10:25:52
10,87,3,2026-03-10 08:23:07
10,186,3,2026-04-11 20:14:32
10,140,5,2026-04-28 08:33:55
11,149,3,2021-11-17 21:23:11
11,162,2,2021-12-02 01:06:50
11,130,3,2022-01-13 12:07:00
11,43,2,2022-05-12 05:41:24
11,100,3,2022-07-28 18:03:54
11,143,4,2022-11-15 19:05:59
11,124,2,2022-12-23 01:30:25
11,52,5,2022-12-27 16:27:18
11,49,2,2023-01-05 06:10:51
11,191,4,2023-01-16 06:38:02
11,193,2,2023-01-25 19:54:14
11,152,2,2023-06-13 03:05:01
11,140,2,2023-09-12 23:50:17
11,41,2,2023-10-20 17:02:17
11,75,2,2023-12-27 06:49:39
11,3,4,2023-12-30 17:05:12
11,50,4,2024-06-02 11:40:34
11,194,2,2024-06-23 18:06:04
11,147,4,2024-08-28 21:30:48
11,6,4,2024-11-25 08:31:16
11,121,1,2024-12-05 03:22:13
11,118,3,2025-02-25 03:49:11
11,12,2,2025-03-01 00:02:16
11,192,4,2025-04-03 18:47:35
11,173,2,2025-04-05 13:57:22
11,176,2,2025-04-10 11:11:22
11,62,5,2025-07-07 06:38:14
11,159,4,2025-08-24 09:47:11
11,183,3,2025-10-13 11:34:18
11,35,5,2025-10-15 15:44:45
11,45,5,2025-10-26 03:52:51
11,170,3,2025-11-13 19:24:32
11,144,3,2025-12-21 18:53:53
11,114,3,2026-01-13 04:55:42
11,99,3,2026-04-12 11:12:47
11,48,2,2026-05-16 16:02:07
11,96,4,2026-06-14 19:52:25
11,40,3,2026-06-15 23:02:10
12,151,3,2024-02-02 12:42:39
12,197,4,2024-02-08 21:41:41
12,65,3,2024-02-11 01:02:40
12,16,4,2024-02-15 08:26:07
12,15,4,2024-04-22 05:42:46
12,150,2,2024-05-03 00:54:27
12,48,3,2024-05-05 16:02:24
12,7,3,2024-05-08 08:00:34
12,122,5,2024-05-10 18:46:46
12,29,3,2024-05-20 11:08:05
12,41,3,2024-06-19 20:08:18
12,172,3,2024-07-26 14:24:31
12,135,4,2024-08-12 19:14:42
12,178,5,2024-09-02 07:39:28
12,143,3,2024-09-02 17:53:22
12,99,2,2024-09-10 21:47:45
12,50,4,2024-09-13 01:54:16
12,18,4,2024-09-22 04:51:05
12,157,5,2024-09-22 13:32:07
12,158,4,2024-09-26 08:44:05
12,113,3,2024-09-27 19:29:37
12,123,3,2024-12-03 13:00:09
12,191,4,2025-01-12 03:42:46
12,62,4,2025-01-27 21:45:42
12,177,5,2025-02-10 23:48:27
12,124,5,2025-02-17 01:26:02
12,200,3,2025-04-23 20:50:18
12,67,4,2025-06-27 15:15:13
12,114,3,2025-08-18 10:29:55
12,121,3,2025-09-18 15:52:19
12,73,5,2025-10-02 12:16:04
12,8,2,2025-10-08 15:39:43
12,95,2,2025-10-22 02:17:40
12,45,4,2025-11-06 00:46:19
12,184,4,2026-01-07 18:01:21
12,34,4,2026-01-12 06:54:49
12,198,4,2026-02-19 07:16:37
12,147,5,2026-03-03 22:34:45
12,182,4,2026-04-11 12:38:52
12,109,4,2026-06-17 01:05:49
12,64,3,2026-06-29 13:48:39
13,91,3,2022-08-08 06:43:22
13,130,3,2022-08-09 12:29:00
13,187,3,2022-08-19 11:32:37
13,23,4,2022-09-29 15:39:54
13,34,3,2022-10-03 21:33:20
13,48,2,2022-10-19 05:04:32
13,40,3,2023-02-05 05:56:27
13,19,3,2023-04-19 16:37:34
13,67,3,2023-06-10 10:44:36
13,186,3,2023-07-31 12:45:11
13,99,4,2023-09-28 00:40:38
13,171,3,2023-10-14 21:37:04
13,191,4,2023-10-21 13:51:58
13,74,3,2023-11-30 19:07:25
13,41,4,2023-12-09 19:30:05
13,131,5,2024-01-20 02:53:39
13,7,4,2024-02-03 17:53:49
13,177,3,2024-04-01 12:53:41
13,75,3,2024-06-01 03:50:18
13,63,4,2024-07-11 19:19:26
13,140,2,2024-09-29 16:23:44
13,151,4,2024-10-27 06:27:23
13,88,4,2024-10-30 20:21:03
13,198,2,2024-11-02 08:56:13
13,143,2,2024-11-08 03:21:43
13,166,4,2025-04-05 07:11:06
13,122,3,2025-05-04 15:06:11
13,146,3,2025-10-12 10:57:49
13,121,2,2025-10-14 17:36:42
13,189,4,2025-11-09 06:50:17
13,167,5,2026-05-27 08:28:14
14,169,3,2022-05-25 17:57:02
14,64,2,2022-06-22 17:43:12
14,22,5,2022-07-26 22:27:08
14,182,3,2022-09-01 03:58:21
14,121,3,2022-09-09 10:50:29
14,198,2,2022-10-20 15:39:13
14,164,2,2022-11-30 21:56:51
14,95,3,2023-01-04 13:46:45
14,17,4,2023-03-05 13:29:42
14,107,4,2023-03-25 14:49:50
14,117,4,2023-03-29 06:34:14
14,108,2,2023-04-04 17:39:24
14,81,4,2023-04-22 11:47:55
14,7,3,2023-05-29 02:19:20
14,124,3,2023-09-13 08:25:10
14,92,4,2023-09-26 19:00:18
14,112,4,2023-09-30 07:44:20
14,139,4,2023-11-17 10:50:23
14,86,3,2024-01-01 16:38:54
14,118,2,2024-01-12 09:41:23
14,62,3,2024-01-27 05:50:48
14,72,3,2024-02-19 09:20:50
14,12,3,2024-05-16 03:20:57
14,33,4,2024-05-22 06:23:16
14,130,4,2024-08-28 02:26:16
14,161,2,2024-09-21 11:16:31
14,30,3,2024-11-01 06:00:29
14,197,3,2024-11-27 08:28:45
14,178,4,2024-11-29 17:39:04
14,4,3,2024-12-24 08:17:02
14,176,4,2025-04-14 07:39:06
14,189,3,2025-05-04 23:25:37
14,166,4,2025-06-07 04:27:40
14,114,3,2025-06-14 21:15:00
14,127,5,2025-12-01 05:26:23
14,125,4,2026-01-22 17:05:03
14,94,1,2026-02-06 20:16:42
14,145,2,2026-04-20 08:49:58
14,132,5,2026-05-21 03:18:47
14,135,4,2026-06-04 18:05:45
14,150,3,2026-06-15 17:14:17
14,80,4,2026-06-23 07:30:12
15,126,3,2024-09-10 20:00:05
15,71,2,2024-11-21 04:05:41
15,33,3,2025-01-11 05:48:33
15,50,4,2025-01-24 15:57:16
15,130,4,2025-01-31 22:21:58
15,114,4,2025-02-07 14:30:50
15,7,4,2025-02-27 19:45:52
15,97,4,2025-03-17 08:44:22
15,122,5,2025-05-17 04:30:23
15,64,3,2025-07-08 07:44:33
15,143,3,2025-07-18 15:32:46
15,59,5,2025-08-26 05:54:13
15,87,3,2025-09-02 14:26:37
15,73,4,2025-09-17 04:06:08
15,189,2,2025-10-21 23:46:06
15,161,4,2025-11-28 07:02:28
15,191,3,2025-12-05 06:11:09
15,129,4,2025-12-06 07:03:54
15,19,4,2025-12-16 18:21:46
15,12,3,2026-01-05 13:53:00
15,136,3,2026-02-02 15:44:18
15,94,2,2026-04-24 09:51:21
15,113,3,2026-04-29 01:21:29
15,65,2,2026-06-12 04:55:40
16,30,3,2025-04-08 10:16:18
16,123,4,2025-04-10 11:08:55
16,183,5,2025-04-20 01:36:48
16,147,4,2025-04-20 05:21:05
16,67,3,2025-05-23 00:06:02
16,174,2,2025-05-24 00:10:12
16,191,3,2025-06-02 12:01:28
16,127,4,2025-06-21 09:55:12
16,194,4,2025-07-05 10:24:22
16,57,2,2025-07-11 01:03:18
16,121,2,2025-07-19 13:29:45
16,99,5,2025-07-26 00:52:20
16,91,5,2025-07-29 11:24:54
16,148,4,2025-09-06 02:21:32
16,149,3,2025-09-25 22:20:08
16,114,5,2025-11-10 06:01:46
16,92,5,2025-11-27 22:26:44
16,193,4,2025-12-11 21:52:13
16,186,4,2026-01-01 15:59:29
16,45,4,2026-01-07 05:27:15
16,7,5,2026-01-13 09:48:42
16,195,4,2026-01-28 18:12:37
16,130,4,2026-02-23 17:32:41
16,46,4,2026-03-04 20:41:30
16,166,3,2026-05-10 09:16:00
16,125,4,2026-05-16 01:29:47
16,151,5,2026-05-28 02:40:16
16,160,4,2026-06-15 11:07:08
16,133,4,2026-06-20 22:31:30
16,37,4,2026-06-24 01:07:37
17,75,3,2024-01-26 17:35:59
17,41,4,2024-04-01 20:49:09
17,191,4,2024-05-04 01:45:19
17,72,4,2024-05-09 01:15:18
17,100,3,2024-05-27 09:11:35
17,117,5,2024-06-04 17:46:59
17,164,3,2024-06-29 17:46:02
17,158,5,2024-07-03 02:28:42
17,196,3,2024-08-04 14:55:39
17,87,2,2024-10-13 00:23:01
17,45,3,2024-11-09 01:28:42
17,63,5,2025-01-18 18:16:18
17,111,5,2025-01-22 22:15:30
17,105,4,2025-01-23 05:27:00
17,200,5,2025-02-16 14:41:19
17,33,5,2025-02-17 17:44:05
17,57,3,2025-04-06 21:27:44
17,154,4,2025-05-04 18:28:06
17,104,4,2025-05-26 10:12:39
17,37,4,2025-06-06 12:05:48
17,190,4,2025-06-13 14:09:17
17,61,3,2025-06-20 15:33:42
17,28,3,2025-07-03 19:21:26
17,62,5,2025-08-31 08:33:11
17,121,4,2025-09-10 11:32:16
17,60,5,2025-10-11 19:05:28
17,40,5,2025-10-13 03:46:09
17,136,5,2025-10-17 17:29:49
17,107,5,2025-10-23 04:40:42
17,67,2,2025-10-27 02:39:04
17,166,4,2025-11-01 21:45:35
17,139,5,2025-11-10 13:37:30
17,6,3,2025-11-28 05:47:52
17,176,5,2025-11-29 17:58:23
17,173,2,2025-12-29 05:29:17
17,148,3,2026-01-07 21:21:07
17,130,4,2026-02-16 01:20:40
17,79,1,2026-02-19 12:09:30
17,163,5,2026-04-29 04:50:18
17,125,4,2026-05-19 20:16:47
17,150,4,2026-06-29 07:55:30
18,113,5,2025-02-23 13:32:12
18,64,4,2025-02-24 05:56:27
18,118,3,2025-03-09 12:39:50
18,3,3,2025-03-10 13:53:36
18,96,5,2025-03-12 09:41:19
18,198,4,2025-03-28 02:34:16
18,165,5,2025-04-12 14:13:30
18,117,1,2025-04-20 15:05:48
18,127,4,2025-05-03 10:35:53
18,130,3,2025-05-17 23:45:16
18,62,4,2025-06-13 04:37:35
18,18,3,2025-06-27 01:54:56
18,143,4,2025-07-23 19:55:32
18,60,4,2025-08-11 14:43:18
18,169,5,2025-08-16 22:17:22
18,191,4,2025-08-28 23:50:17
18,148,5,2025-09-26 01:09:10
18,188,4,2025-11-14 10:27:04
18,59,4,2025-11-22 08:09:07
18,144,4,2025-11-28 06:49:21
18,181,3,2025-12-17 07:17:13
18,21,5,2025-12-25 17:06:11
18,36,3,2026-01-08 16:34:46
18,106,5,2026-02-04 08:25:15
18,71,3,2026-02-05 07:00:14
18,67,5,2026-02-08 18:23:48
18,75,4,2026-02-19 08:48:31
18,163,4,2026-02-27 22:26:41
18,115,4,2026-03-20 07:13:22
18,197,4,2026-04-03 23:41:12
18,147,5,2026-04-05 02:57:37
18,45,5,2026-04-20 17:33:59
18,34,4,2026-05-02 18:20:20
18,137,5,2026-05-14 20:05:05
18,86,4,2026-05-17 06:46:36
18,132,3,2026-05-17 14:21:42
18,140,3,2026-05-20 00:24:48
18,15,4,2026-05-27 02:31:11
19,13,3,2024-11-08 20:04:32
19,125,4,2024-11-11 06:17:08
19,127,3,2024-12-27 01:39:58
19,96,3,2024-12-30 11:24:35
19,14,2,2024-12-31 07:12:22
19,10,3,2025-01-05 19:05:06
19,178,3,2025-01-23 01:26:41
19,86,2,2025-02-08 13:25:18
19,101,2,2025-02-23 18:46:43
19,190,2,2025-03-02 11:22:24
19,188,3,2025-03-07 11:29:51
19,92,2,2025-03-10 17:29:07
19,118,1,2025-03-18 03:22:31
19,20,4,2025-04-05 21:10:00
19,158,3,2025-04-22 18:45:15
19,41,4,2025-05-14 22:13:16
19,189,3,2025-05-16 01:38:37
19,82,2,2025-06-07 01:58:52
19,74,2,2025-07-23 05:25:14
19,70,2,2025-08-08 17:37:46
19,80,2,2025-08-29 19:53:54
19,109,3,2025-09-10 06:43:17
19,148,3,2025-09-23 13:27:20
19,114,3,2025-09-26 10:02:02
19,168,3,2025-10-16 15:59:17
19,34,3,2025-10-24 20:26:16
19,140,4,2025-10-28 09:02:18
19,142,2,2025-10-31 00:34:58
19,130,2,2025-11-29 07:48:06
19,65,2,2025-12-05 13:10:35
19,67,3,2026-01-09 03:47:11
19,64,2,2026-01-22 07:23:11
19,102,4,2026-01-29 05:53:50
19,90,4,2026-02-08 01:15:14
19,198,3,2026-02-10 16:21:33
19,43,2,2026-03-12 15:23:43
19,181,3,2026-03-20 20:01:39
19,45,3,2026-03-22 16:23:46
19,197,3,2026-04-17 02:11:38
19,7,3,2026-04-18 13:17:30
19,62,2,2026-05-10 11:21:43
19,33,2,2026-05-18 01:55:14
19,108,2,2026-06-05 11:27:49
19,48,2,2026-06-25 13:28:49
19,143,2,2026-06-29 21:58:58
20,18,3,2023-03-24 19:00:56
20,130,4,2023-03-27 08:26:13
20,147,4,2023-03-30 06:27:58
20,59,5,2023-07-10 14:12:26
20,132,5,2023-09-12 14:34:15
20,121,2,2023-10-16 01:41:11
20,42,3,2024-01-16 16:18:20
20,126,4,2024-04-08 08:11:52
20,12,3,2024-08-22 02:14:06
20,164,4,2024-10-31 09:00:25
20,191,3,2024-11-01 06:31:59
20,183,5,2024-12-08 02:08:24
20,116,3,2025-05-14 08:40:00
20,34,4,2025-08-08 07:48:20
20,97,4,2025-08-22 04:12:53
20,107,4,2025-09-13 15:13:17
20,144,4,2025-10-17 22:23:49
20,67,4,2026-02-27 00:23:56
20,85,5,2026-04-26 13:48:20
20,106,5,2026-06-29 23:19:43
21,82,4,2024-06-24 11:11:28
21,57,4,2024-07-01 10:54:22
21,48,4,2024-07-08 19:33:35
21,20,2,2024-07-15 04:23:42
21,86,3,2024-08-13 03:20:37
21,134,4,2024-09-15 06:31:34
21,34,4,2024-10-15 01:54:22
21,90,3,2024-12-26 20:02:38
21,181,4,2025-01-21 12:29:24
21,130,4,2025-01-23 10:58:50
21,7,4,2025-03-11 14:01:43
21,166,4,2025-03-17 06:59:33
21,127,3,2025-05-10 11:28:36
21,96,4,2025-08-03 09:49:06
21,149,3,2025-10-01 08:08:36
21,182,5,2025-10-13 09:31:32
21,30,4,2026-01-25 15:53:08
21,47,5,2026-03-08 10:10:11
21,123,4,2026-04-04 19:53:51
21,158,4,2026-04-11 21:14:11
21,45,3,2026-04-18 19:45:11
21,153,4,2026-04-21 09:16:39
21,194,3,2026-04-27 05:09:47
21,144,3,2026-05-23 20:13:40
21,117,2,2026-06-12 16:32:45
21,109,4,2026-06-16 00:55:14
22,92,3,2022-06-27 18:47:15
22,68,5,2022-08-08 08:42:08
22,127,5,2022-09-25 13:28:42
22,109,3,2022-12-11 15:38:40
22,119,2,2023-07-01 10:43:06
22,154,4,2023-10-02 05:32:55
22,102,2,2023-10-16 22:31:54
22,183,4,2023-12-23 02:26:28
22,186,3,2024-01-09 19:05:35
22,189,4,2024-06-21 23:36:47
22,95,3,2024-07-09 12:26:30
22,166,4,2024-10-11 00:52:15
22,134,4,2024-10-17 10:07:03
22,198,3,2025-04-07 10:42:12
22,17,4,2025-04-16 06:37:38
22,41,4,2025-04-18 18:42:33
22,131,5,2025-04-22 21:48:09
22,67,2,2025-10-08 14:54:07
22,200,3,2026-01-15 03:04:21
22,149,2,2026-02-25 06:35:43
22,171,3,2026-04-16 12:33:53
23,42,4,2023-03-24 14:33:24
23,111,5,2023-04-07 23:25:51
23,117,3,2023-06-23 08:15:50
23,99,4,2023-08-05 01:04:38
23,189,3,2023-09-29 03:36:38
23,166,4,2023-11-17 17:08:06
23,182,5,2023-11-24 03:45:51
23,199,4,2023-12-25 10:29:06
